state_postal_abbr,data_year,officer,officer_rate_per_1000,civilian_count,civilian__rate_per_1000,population
TN,1989,8645,1.987638247,3027,0.695960783,4349383
TN,1990,9530,2.053557999,4274,0.920976589,4640726
TN,1991,9540,1.98754472,4624,0.963355009,4799892
TN,1992,9772,1.984101201,4833,0.981289511,4925152
TN,1993,9644,2.049690325,4500,0.9564088,4705101
TN,1994,9454,2.040544986,4985,1.075959039,4633076
TN,1995,9629,2.035276291,5326,1.125753611,4731053
TN,1996,10812,2.179637005,5475,1.103728506,4960459
TN,1997,11528,2.375837845,5049,1.040562567,4852183
TN,1998,11801,2.45462858,7018,1.459756239,4807652
TN,1999,12583,2.554258454,6991,1.419122694,4926283
TN,2000,13700,2.61227441,7892,1.504822602,5244472
TN,2001,14786,2.637025544,8208,1.463864849,5607075
TN,2002,15174,2.621919064,8788,1.518480607,5787364
TN,2003,15409,2.63844472,8297,1.42067466,5840183
TN,2004,15585,2.642241516,8604,1.458700417,5898401
TN,2005,15161,2.544437448,9027,1.514981653,5958488
TN,2006,14984,2.483158636,9137,1.514189833,6034250
TN,2007,15346,2.495058172,14698,2.389701877,6150558
TN,2008,15529,2.500817287,9538,1.536016181,6209570
TN,2009,15890,2.52493031,9517,1.512256876,6293243
TN,2010,16017,2.525871376,9652,1.522114661,6341178
TN,2011,16095,2.515147926,9689,1.51408936,6399226
TN,2012,16393,2.543484224,9874,1.532017522,6445096
TN,2013,16595,2.557066734,9969,1.536089079,6489858
TN,2014,16774,2.563206481,9935,1.518150494,6544147
TN,2015,16613,2.518592681,10109,1.532562054,6596144
TN,2016,16766,2.523791697,9480,1.427027632,6643179
TN,2017,16736,2.527713701,10029,1.514725186,6621003
TN,2018,17363,2.564693405,10375,1.532494044,6770010
TN,2019,17726,2.595628695,10475,1.533860464,6829174
TN,2020,17785,2.582463872,10346,1.502286827,6886834
TX,1960,,,,,6254751
TX,1961,,,,,6437891
TX,1962,,,,,6369404
TX,1963,,,,,7030965
TX,1964,,,,,7338823
TX,1965,,,,,7784550
TX,1966,,,,,7911975
TX,1967,,,,,7951841
TX,1968,,,,,7766331
TX,1969,,,,,8136486
TX,1970,,,,,8127378
TX,1971,11972,1.39793199,1821,0.212632322,8564079
TX,1972,16745,1.578449754,4547,0.428618157,10608510
TX,1973,15152,1.47351944,3365,0.327243461,10282864
TX,1974,16747,1.481863345,3932,0.347924206,11301312
TX,1975,17882,1.515281446,4256,0.360644102,11801108
TX,1976,18040,1.565761143,4645,0.403157456,11521553
TX,1977,19022,1.595528695,5229,0.438598441,11922067
TX,1978,20451,1.632616763,5982,0.477546989,12526516
TX,1979,21173,1.63106978,6284,0.484090233,12981051
TX,1980,22243,1.60054964,6658,0.479092726,13897101
TX,1981,22783,1.553058598,7293,0.49714508,14669762
TX,1982,24027,1.586939895,8105,0.535320591,15140460
TX,1983,28865,1.836677765,11686,0.743579295,15715876
TX,1984,30068,1.891704986,11967,0.752894558,15894656
TX,1985,31580,1.949841049,13220,0.81624125,16196192
TX,1986,33734,2.026700369,13333,0.801031482,16644789
TX,1987,32183,1.919452879,16040,0.956654886,16766757
TX,1988,32304,1.947381163,16603,1.000878202,16588432
TX,1989,33104,1.954617264,18698,1.104018656,16936308
TX,1990,34679,2.065975752,19789,1.178915025,16785773
TX,1991,36268,2.094970655,20860,1.204948932,17311937
TX,1992,38593,2.18657422,21155,1.198584656,17649984
TX,1993,38922,2.159308143,23907,1.326308508,18025218
TX,1994,40165,2.185622679,25363,1.380155558,18376914
TX,1995,42363,2.263043511,24405,1.303722042,18719481
TX,1996,43214,2.260353682,24869,1.300799179,19118247
TX,1997,43461,2.236032092,26635,1.370348468,19436662
TX,1998,45518,2.306714125,26357,1.335692785,19732831
TX,1999,44118,2.262481611,24984,1.281242136,19499827
TX,2000,46050,2.233504478,27475,1.332584919,20617823
TX,2001,47024,2.235244777,28335,1.346879482,21037517
TX,2002,47710,2.201634766,29754,1.373033763,21670261
TX,2003,47598,2.174774408,28548,1.304371188,21886408
TX,2004,49119,2.185123208,30296,1.347757338,22478824
TX,2005,49682,2.182485808,31038,1.36347157,22763951
TX,2006,49470,2.133873817,31992,1.379965457,23183189
TX,2007,50977,2.177226223,33426,1.427623511,23413736
TX,2008,52675,2.173966965,34804,1.436407143,24229899
TX,2009,54857,2.230805877,35010,1.42371099,24590665
TX,2010,54892,2.195592615,35005,1.400144274,25000995
TX,2011,55386,2.172478797,34453,1.351395876,25494380
TX,2012,46307,1.94739424,26570,1.117374586,23778955
TX,2013,46059,2.054789937,32398,1.445343676,22415430
TX,2014,39489,2.010574904,22040,1.122162397,19640651
TX,2015,45451,2.091912999,26360,1.213236819,21727003
TX,2016,50352,2.108148363,33248,1.392034413,23884467
TX,2017,43818,2.024588741,27418,1.266834956,21642914
TX,2018,44948,2.174828159,25346,1.226377025,20667380
TX,2019,52069,2.016807256,34691,1.343698948,25817539
TX,2020,58723,2.048675466,39142,1.365551063,28663886
UT,1960,,,,,509177
UT,1961,,,,,467333
UT,1963,,,,,584578
UT,1964,,,,,539140
UT,1965,,,,,746844
UT,1966,,,,,745360
UT,1967,,,,,761892
UT,1968,,,,,779175
UT,1969,,,,,794426
UT,1970,,,,,865114
UT,1971,1032,1.087796338,128,0.134920476,948707
UT,1972,1563,1.41040669,329,0.296880231,1108191
UT,1973,1238,1.155950625,390,0.364152458,1070980
UT,1974,1319,1.202999564,418,0.381238679,1096426
UT,1975,1384,1.19374972,456,0.393316382,1159372
UT,1976,1495,1.218632442,457,0.372518412,1226785
UT,1977,1549,1.230069929,506,0.401817549,1259278
UT,1978,1760,1.348713779,623,0.477414025,1304947
UT,1979,1806,1.34542778,691,0.514778846,1342324
UT,1980,1872,1.287095969,727,0.49984977,1454437
UT,1981,1893,1.276625016,716,0.482865035,1482816
UT,1982,2033,1.322121638,770,0.500754383,1537680
UT,1983,2542,1.589077747,1013,0.633255609,1599670
UT,1984,2671,1.630271909,945,0.576790324,1638377
UT,1985,2660,1.634248943,1097,0.673974094,1627659
UT,1986,2710,1.629221623,1004,0.603593546,1663371
UT,1987,2681,1.601323586,982,0.586534786,1674240
UT,1988,2618,1.54926827,1015,0.600652137,1689830
UT,1989,2688,1.574692443,941,0.55125952,1707000
UT,1990,2960,1.721078325,753,0.437828371,1719852
UT,1991,3048,1.763527611,794,0.459396628,1728354
UT,1992,3300,1.833421949,759,0.421687048,1799913
UT,1993,3440,1.859024347,791,0.427467517,1850433
UT,1994,3242,1.734713042,1098,0.587512313,1868897
UT,1995,3877,2.003073066,990,0.511488867,1935526
UT,1996,3527,1.779387259,1584,0.799135078,1982143
UT,1997,3781,1.892022132,1565,0.783130028,1998391
UT,1998,4087,1.963809589,1701,0.817333034,2081159
UT,1999,4868,2.296058543,1282,0.604672772,2120155
UT,2000,4641,2.085774264,2154,0.968058127,2225073
UT,2001,4614,2.033286137,2221,0.978744801,2269233
UT,2002,4636,2.00199595,2236,0.965587348,2315689
UT,2003,4629,1.994248603,2419,1.042144603,2321175
UT,2004,4525,1.906192577,2537,1.068731617,2373842
UT,2005,4641,1.879752542,2642,1.070093992,2468942
UT,2006,4495,1.763158576,3007,1.179492289,2549402
UT,2007,4632,1.751767178,3161,1.195452515,2644187
UT,2008,4706,1.720497723,3013,1.101542635,2735255
UT,2009,4785,1.718874717,3045,1.093829365,2783798
UT,2010,4870,1.762012529,2117,0.765950826,2763885
UT,2011,4813,1.713425416,2152,0.766110845,2808993
UT,2012,4930,1.726621527,2112,0.739680459,2855287
UT,2013,3236,1.500597039,1540,0.714128381,2156475
UT,2014,4879,1.661970411,2139,0.728623634,2935672
UT,2015,4865,1.627723426,2292,0.766853462,2988837
UT,2016,4902,1.612216801,2286,0.751841617,3040534
UT,2017,4987,1.622430203,2207,0.718007511,3073784
UT,2018,5106,1.644604932,2131,0.686379379,3104697
UT,2019,5220,1.676612857,2396,0.769571725,3113420
UT,2020,5399,1.663916074,2607,0.803450492,3244755
VA,1960,,,,,1755050
VA,1961,,,,,2086695
VA,1963,,,,,3055851
VA,1964,,,,,3226865
VA,1965,,,,,3032250
VA,1966,,,,,3317889
VA,1967,,,,,2676170
VA,1968,,,,,2830771
VA,1969,,,,,2868358
VA,1970,,,,,2811380
VA,1971,4303,1.287575095,383,0.114604058,3341941
VA,1972,6638,1.455137569,1324,0.290238346,4561768
VA,1973,5649,1.314931891,989,0.230212009,4296040
VA,1974,5580,1.436943667,1044,0.268847525,3883242
VA,1975,6699,1.394946707,1394,0.29027552,4802334
VA,1976,7236,1.470838732,1485,0.301851232,4919642
VA,1977,7368,1.463972041,1611,0.320094864,5032883
VA,1978,7541,1.474080923,1655,0.323511991,5115730
VA,1979,7500,1.521410506,1689,0.342621646,4929636
VA,1980,8046,1.526992815,1931,0.366470684,5269180
VA,1981,8350,1.549777268,1899,0.352458327,5387871
VA,1982,8551,1.573479139,1964,0.361397852,5434454
VA,1983,10175,1.844531467,2548,0.46190331,5516306
VA,1984,10405,1.871081159,2593,0.466286732,5560956
VA,1985,10710,1.897853317,2634,0.466754961,5643218
VA,1986,11111,1.923707869,2823,0.488761346,5775825
VA,1987,11365,1.936945727,2914,0.49663527,5867485
VA,1988,11924,1.992347408,3056,0.51061839,5984900
VA,1989,12318,2.030097456,3237,0.533481528,6067689
VA,1990,12904,2.090251094,3412,0.552691935,6173421
VA,1991,13086,2.085914957,3574,0.569697391,6273506
VA,1992,11072,1.736239611,2963,0.464638545,6377000
VA,1993,13532,2.088829916,4687,0.723495848,6478268
VA,1994,13912,2.127678122,4762,0.728292353,6538583
VA,1995,14244,2.156472977,3895,0.589684235,6605230
VA,1996,14583,2.184719101,4010,0.600749064,6675000
VA,1997,14808,2.198990199,4139,0.614642115,6734000
VA,1998,15263,2.248682179,4149,0.611267926,6787531
VA,1999,15679,2.281245453,4294,0.624763568,6873000
VA,2000,16036,2.265446919,4377,0.618350035,7078515
VA,2001,16421,2.285014709,4653,0.647474176,7186387
VA,2002,16552,2.269876089,4988,0.684034675,7292028
VA,2003,16761,2.270634857,5045,0.683452828,7381636
VA,2004,17011,2.281334657,5094,0.68315318,7456600
VA,2005,17333,2.290758633,4983,0.658561719,7566489
VA,2006,17672,2.312520258,5200,0.680460918,7641879
VA,2007,18081,2.34491599,5225,0.677627678,7710724
VA,2008,18458,2.37626383,5290,0.681029129,7767656
VA,2009,18323,2.324993868,5072,0.643582868,7880881
VA,2010,18380,2.297955282,5010,0.6263741,7998415
VA,2011,18419,2.27591296,5091,0.629060909,8093016
VA,2012,18609,2.274101239,5016,0.612977152,8183013
VA,2013,18756,2.271008738,5010,0.606619417,8258885
VA,2014,18858,2.265490009,5010,0.601872147,8324027
VA,2015,18905,2.255957434,5165,0.616345948,8380034
VA,2016,18953,2.254243671,4876,0.579944713,8407698
VA,2017,19036,2.247967488,4989,0.589152648,8468094
VA,2018,19258,2.261083129,5014,0.588694091,8517157
VA,2019,19393,2.272035245,4992,0.584850201,8535519
VA,2020,19875,2.313585268,5314,0.618585767,8590563
VT,1960,,,,,150471
VT,1961,,,,,143056
VT,1963,,,,,132928
VT,1964,,,,,149649
VT,1965,,,,,114886
VT,1966,,,,,135649
VT,1967,,,,,126722
VT,1968,,,,,136765
VT,1969,,,,,121026
VT,1970,,,,,122234
VT,1971,220,1.396976182,18,0.114298051,157483
VT,1972,585,2.018090369,196,0.676146517,289878
VT,1973,373,1.346366255,61,0.220183221,277042
VT,1974,390,1.454805895,69,0.257388735,268077
VT,1975,316,1.178286711,69,0.257284124,268186
VT,1976,391,1.405862916,85,0.305622373,278121
VT,1977,420,1.426179909,87,0.295422981,294493
VT,1978,375,1.489436913,96,0.38129585,251773
VT,1979,348,1.708411472,100,0.490922837,203698
VT,1980,385,1.385235904,107,0.384987641,277931
VT,1981,376,1.413735797,109,0.409832984,265962
VT,1982,389,1.78419906,111,0.509115927,218025
VT,1983,614,1.424012468,219,0.507913242,431176
VT,1984,446,1.35297062,173,0.524806989,329645
VT,1985,574,1.420820214,213,0.527238163,403992
VT,1986,584,1.35225565,242,0.560352513,431871
VT,1987,762,1.390510949,294,0.53649635,548000
VT,1988,801,1.471444606,296,0.543754811,544363
VT,1989,822,1.44973545,411,0.724867725,567000
VT,1990,733,1.483484347,283,0.572750437,494107
VT,1991,840,1.497833491,326,0.581302045,560810
VT,1992,849,1.489473684,313,0.549122807,570000
VT,1993,835,1.449652778,309,0.536458333,576000
VT,1994,837,1.443103448,315,0.543103448,580000
VT,1995,846,2.430615411,309,0.887777969,348060
VT,1996,844,2.391951254,264,0.748193283,352850
VT,1997,814,2.541803931,245,0.765039267,320245
VT,1998,883,2.778512001,260,0.818134904,317796
VT,1999,888,2.57635498,259,0.751436869,344673
VT,2000,893,2.480907017,349,0.969581802,359949
VT,2001,929,2.562970729,309,0.852484344,362470
VT,2002,956,2.62244716,387,1.061597334,364545
VT,2003,980,2.687420132,342,0.937854781,364662
VT,2004,1065,2.863719232,344,0.924994757,371894
VT,2005,1158,3.11669856,404,1.087345612,371547
VT,2006,1163,3.121410244,404,1.0843076,372588
VT,2007,1107,3.227922845,374,1.090553879,342945
VT,2008,955,3.5127212,344,1.265315281,271869
VT,2009,1072,3.529287821,347,1.142409397,303744
VT,2010,1158,3.164859672,358,0.97842812,365893
VT,2011,1159,1.935835165,356,0.594613735,598708
VT,2012,1233,3.249645517,444,1.170188653,379426
VT,2013,1158,1.855091409,417,0.668025145,624228
VT,2014,1194,1.922172925,295,0.474908721,621172
VT,2015,1149,1.943787493,299,0.505824596,591114
VT,2016,1155,1.866346937,295,0.476686014,618856
VT,2017,1188,1.932621777,299,0.486409016,614709
VT,2018,1392,2.294806846,423,0.697344322,606587
VT,2019,1419,2.274078549,348,0.557702139,623989
VT,2020,1203,1.929904211,442,0.709075363,623347
WA,1960,,,,,1462749
WA,1961,,,,,2115951
WA,1963,,,,,2691672
WA,1964,,,,,2409645
WA,1965,,,,,2305829
WA,1966,,,,,2595884
WA,1967,,,,,2576665
WA,1968,,,,,2687952
WA,1969,,,,,2904451
WA,1970,,,,,2936685
WA,1971,3971,1.316599599,441,0.146215166,3016103
WA,1972,5379,1.566894511,1558,0.453843028,3432905
WA,1973,4637,1.396839053,1102,0.331963907,3319638
WA,1974,4769,1.383633493,1134,0.329008258,3446722
WA,1975,4785,1.361723586,1239,0.352596766,3513929
WA,1976,4865,1.348184703,1293,0.358315071,3608556
WA,1977,4787,1.354310865,1345,0.380519765,3534639
WA,1978,4952,1.335500195,1519,0.409657673,3707974
WA,1979,4971,1.289885312,1656,0.429702288,3853831
WA,1980,5404,1.320734381,1753,0.428432156,4091663
WA,1981,5313,1.274959559,1870,0.44874353,4167191
WA,1982,5512,1.299521261,1894,0.446533612,4241562
WA,1983,6326,1.474182121,2379,0.554391285,4291193
WA,1984,6288,1.474652303,2609,0.611858756,4264056
WA,1985,6346,1.461714527,2606,0.600256549,4341477
WA,1986,6574,1.47400987,2720,0.609873265,4459943
WA,1987,6667,1.470827016,2660,0.586830638,4532824
WA,1988,6975,1.510367945,2610,0.565169941,4618080
WA,1989,7226,1.520627376,2837,0.597013543,4751986
WA,1990,7700,1.583775231,3222,0.662717376,4861801
WA,1991,7957,1.587181905,3146,0.62753227,5013288
WA,1992,8122,1.611335293,3323,0.659254762,5040540
WA,1993,8210,1.591997585,3430,0.665109831,5157043
WA,1994,8414,1.618477808,3439,0.661510005,5198712
WA,1995,8667,1.642869978,3485,0.660597886,5275524
WA,1996,8674,1.639072898,3878,0.732802017,5292016
WA,1997,8974,1.639117295,3821,0.697912546,5474898
WA,1998,9140,1.648767736,4039,0.728596596,5543534
WA,1999,9436,1.685846235,4055,0.724470801,5597189
WA,2000,9580,1.679886567,4090,0.717195831,5702766
WA,2001,9793,1.640854444,4207,0.704898871,5968232
WA,2002,9868,1.627121416,3879,0.639603159,6064698
WA,2003,9901,1.616296632,4179,0.682204184,6125732
WA,2004,9825,1.585433569,4183,0.67499935,6197043
WA,2005,10130,1.61350515,4014,0.639349425,6278257
WA,2006,10004,1.566601386,4107,0.643145931,6385798
WA,2007,10342,1.601045525,4258,0.659181188,6459529
WA,2008,10581,1.618183854,4364,0.667399522,6538812
WA,2009,10380,1.56258209,4050,0.609677983,6642851
WA,2010,10405,1.55101043,4150,0.618615405,6708530
WA,2011,10269,1.50663328,4048,0.593909,6815859
WA,2012,10128,1.472071627,4084,0.593596023,6880100
WA,2013,10231,1.47112026,4244,0.610246739,6954564
WA,2014,10311,1.465182623,4255,0.604631176,7037348
WA,2015,10351,1.444911409,4259,0.594520113,7163761
WA,2016,10507,1.447535484,4506,0.620785656,7258544
WA,2017,10716,1.452548392,4667,0.632609495,7377379
WA,2018,10820,1.435852875,5053,0.670551255,7535591
WA,2019,11029,1.448346024,4975,0.653325004,7614893
WA,2020,10973,1.426248165,4974,0.646510378,7693612
WI,1960,,,,,2260861
WI,1961,,,,,2996792
WI,1963,,,,,3309601
WI,1964,,,,,3434565
WI,1965,,,,,3654695
WI,1966,,,,,3523412
WI,1967,,,,,3426733
WI,1968,,,,,3681360
WI,1969,,,,,3467582
WI,1970,,,,,3219035
WI,1971,7457,1.706984651,566,0.129563271,4368522
WI,1972,8256,1.832681669,1184,0.262826441,4504874
WI,1973,7941,1.739045883,973,0.213082942,4566297
WI,1974,8268,1.822497796,1004,0.221309602,4536631
WI,1975,8570,1.86021272,1179,0.255914912,4607000
WI,1976,8533,1.87770141,1211,0.266482645,4544386
WI,1977,9072,1.950548269,1496,0.321651258,4651000
WI,1978,8777,1.881645626,1482,0.317716625,4664534
WI,1979,8901,1.885805085,1619,0.343008475,4720000
WI,1980,9006,1.943953024,1678,0.362197776,4632828
WI,1981,9081,1.933644542,1775,0.377956069,4696313
WI,1982,9218,1.936959919,1925,0.404496403,4759004
WI,1983,9286,1.976995235,2016,0.429207667,4697027
WI,1984,10010,2.101954671,2252,0.472887305,4762234
WI,1985,9902,2.105040724,2177,0.462802833,4703947
WI,1986,9424,2.129258942,2234,0.50475005,4425953
WI,1987,9024,2.028094867,2206,0.495786489,4449496
WI,1988,10093,2.077603952,2479,0.510292301,4858000
WI,1989,10054,2.095158192,2632,0.548483824,4798683
WI,1990,10311,2.112059819,2804,0.574359008,4881964
WI,1991,10673,2.15575137,3176,0.641494083,4950942
WI,1992,11251,2.247766568,3337,0.666678254,5005413
WI,1993,11053,2.257248754,3268,0.667392466,4896669
WI,1994,11460,2.276433294,3511,0.697430829,5034191
WI,1995,11651,2.31242164,3575,0.709544877,5038441
WI,1996,11685,2.331595362,3842,0.766622968,5011590
WI,1997,11854,2.346301794,3917,0.775304887,5052206
WI,1998,12208,2.337239006,4401,0.842577725,5223257
WI,1999,12274,2.376445732,4312,0.834873228,5164856
WI,2000,12323,2.378666395,4511,0.870742847,5180634
WI,2001,11971,2.322704823,4618,0.89601962,5153905
WI,2002,11347,2.339596312,4501,0.928044681,4849982
WI,2003,12697,2.373221789,4919,0.919420177,5350111
WI,2004,12839,2.332307813,5138,0.933359105,5504848
WI,2005,13070,2.361199157,4931,0.890824257,5535323
WI,2006,13038,2.34764947,5073,0.913454959,5553640
WI,2007,12970,2.316636936,5762,1.029179802,5598633
WI,2008,13038,2.324863162,5610,1.00034379,5608072
WI,2009,13120,2.322810459,6036,1.068634446,5648330
WI,2010,13095,2.309044489,6328,1.115817757,5671177
WI,2011,12806,2.244855423,6162,1.080181096,5704599
WI,2012,12640,2.222423444,5998,1.054596188,5687485
WI,2013,12504,2.194421074,5485,0.962603934,5698086
WI,2014,12801,2.225484079,5483,0.953232498,5752007
WI,2015,12772,2.216567611,5702,0.989576301,5762062
WI,2016,12845,2.230269365,5320,0.923708293,5759394
WI,2017,12906,2.240988382,5544,0.962656097,5759066
WI,2018,12709,2.217333972,5312,0.926782442,5731658
WI,2019,12936,2.258159119,5884,1.027134219,5728560
WI,2020,12106,2.103111897,5511,0.957397131,5756232
WV,1960,,,,,595408
WV,1961,,,,,427536
WV,1963,,,,,345163
WV,1964,,,,,431767
WV,1965,,,,,413404
WV,1966,,,,,368992
WV,1967,,,,,440366
WV,1968,,,,,351832
WV,1969,,,,,432443
WV,1970,,,,,384678
WV,1971,1166,0.823716246,146,0.103141142,1415536
WV,1972,2039,1.148924637,456,0.256944401,1774703
WV,1973,1665,0.946636427,360,0.204678146,1758859
WV,1974,1702,0.995155778,328,0.191780902,1710285
WV,1975,1934,1.074399081,492,0.273321793,1800076
WV,1976,1923,1.070757409,473,0.263374027,1795925
WV,1977,2008,1.092057511,459,0.249628684,1838731
WV,1978,2255,1.215406067,608,0.327701503,1855347
WV,1979,2259,1.206145737,606,0.323561008,1872908
WV,1980,2138,1.123203557,578,0.303653721,1903484
WV,1981,2171,1.124283858,578,0.299325689,1931007
WV,1982,2137,1.109187205,652,0.338413691,1926636
WV,1983,2233,1.145682833,725,0.371974946,1949056
WV,1984,2719,1.405605258,1142,0.590364548,1934398
WV,1985,2672,1.397504158,1188,0.621345412,1911980
WV,1986,2624,1.508611273,1166,0.670366137,1739348
WV,1987,2456,1.516810597,1155,0.713320944,1619187
WV,1988,2419,1.513130899,1118,0.699330444,1598672
WV,1989,2381,1.539055223,1153,0.745287977,1547053
WV,1990,2397,1.681051804,1042,0.730770121,1425893
WV,1991,2559,1.709582144,1074,0.717503409,1496857
WV,1992,2597,1.724109315,1107,0.734920682,1506285
WV,1993,2585,1.707835297,1061,0.700972244,1513612
WV,1994,2726,1.803006643,1053,0.696465882,1511919
WV,1995,2870,1.890506102,1011,0.66595877,1518112
WV,1996,2937,1.935139551,1064,0.701051577,1517720
WV,1997,2977,1.956247606,1045,0.686690879,1521791
WV,1998,2916,1.958844121,958,0.643543439,1488633
WV,1999,3189,1.791051818,918,0.515580297,1780518
WV,2000,3127,1.73574202,920,0.510675618,1801535
WV,2001,3092,1.724850624,911,0.508194993,1792619
WV,2002,3028,1.691054223,931,0.519937742,1790599
WV,2003,3174,1.759927873,906,0.502361264,1803483
WV,2004,3177,1.759292075,909,0.503366854,1805840
WV,2005,3220,1.788045527,876,0.48643723,1800849
WV,2006,3333,1.848836919,875,0.485368228,1802755
WV,2007,3299,1.833704817,913,0.507478781,1799090
WV,2009,3476,1.919568108,984,0.543399027,1810824
WV,2010,3473,1.886804753,942,0.511767946,1840678
WV,2011,3440,1.865977268,977,0.529959241,1843538
WV,2012,3528,1.91375517,947,0.513697887,1843496
WV,2013,3534,1.919743426,962,0.522578714,1840871
WV,2015,3806,2.07581129,902,0.491955277,1833500
WV,2016,3756,2.065515785,974,0.535626298,1818432
WV,2017,3669,2.032984326,1020,0.565179616,1804736
WV,2018,4070,2.26662152,1089,0.606474407,1795624
WV,2019,4136,2.307846399,1040,0.580309539,1792147
WV,2020,4119,2.307838414,1076,0.60287306,1784787
WY,1960,,,,,188023
WY,1961,,,,,227510
WY,1963,,,,,246256
WY,1964,,,,,255722
WY,1965,,,,,279895
WY,1966,,,,,261823
WY,1967,,,,,262248
WY,1968,,,,,282981
WY,1969,,,,,265784
WY,1970,,,,,269187
WY,1971,387,1.251491603,49,0.158457593,309231
WY,1972,546,1.666193663,152,0.463848785,327693
WY,1973,433,1.299867011,134,0.402268313,333111
WY,1974,496,1.386916013,144,0.402653036,357628
WY,1975,560,1.497326203,186,0.497326203,374000
WY,1976,590,1.547683066,202,0.529884711,381215
WY,1977,572,1.889247802,216,0.713422247,302766
WY,1978,799,1.941205053,275,0.668124393,411600
WY,1979,904,2.013860888,325,0.724009722,448889
WY,1980,981,2.09188961,394,0.840167692,468954
WY,1981,1078,2.191056911,398,0.808943089,492000
WY,1982,1115,2.246751781,454,0.914820905,496272
WY,1983,1308,2.562008238,557,1.091008095,510537
WY,1984,1335,2.651582111,551,1.094398309,503473
WY,1985,1358,2.672544428,553,1.088304174,508130
WY,1986,1274,2.583177714,561,1.137490343,493191
WY,1987,1228,2.510379848,549,1.122311512,489169
WY,1988,1236,2.628601567,569,1.210092469,470212
WY,1989,1215,2.561259423,597,1.258495371,474376
WY,1990,1213,2.700127772,603,1.342272915,449238
WY,1991,1289,2.805332962,587,1.277525561,459482
WY,1992,1291,2.773504971,578,1.241739639,465476
WY,1993,1109,2.36411155,569,1.212966161,469098
WY,1994,1117,2.353793991,493,1.03887237,474553
WY,1995,1143,2.387048539,499,1.042114804,478834
WY,1996,1227,2.591291823,592,1.250240228,473509
WY,1997,1150,2.404640329,700,1.463694113,478242
WY,1998,1167,2.434303022,595,1.24113993,479398
WY,1999,1202,2.519995388,617,1.293541726,476985
WY,2000,1192,2.416497052,616,1.248793779,493276
WY,2001,1239,2.515051742,767,1.556936793,492634
WY,2002,1239,2.493464467,750,1.509361057,496899
WY,2003,1316,2.646188865,788,1.584496068,497319
WY,2004,1279,2.536364808,687,1.362378908,504265
WY,2005,1305,2.580392576,487,0.962951099,505737
WY,2006,1313,2.567296205,549,1.073454392,511433
WY,2007,1404,2.700062309,688,1.323107456,519988
WY,2008,1392,2.632056635,637,1.204468446,528864
WY,2009,1446,2.675914548,626,1.158452633,540376
WY,2010,1403,2.507882939,559,0.999220644,559436
WY,2011,1536,2.705587673,671,1.181933156,567714
WY,2012,1460,2.540075785,614,1.068223652,574786
WY,2013,1605,2.835588848,686,1.211971308,566020
WY,2014,1322,2.456290296,634,1.177978856,538210
WY,2015,1294,2.384536996,603,1.111186869,542663
WY,2016,1253,2.278766011,686,1.247592565,549859
WY,2017,1243,2.253669238,782,1.417835353,551545
WY,2018,1490,2.867794666,833,1.603270441,519563
WY,2019,1409,2.543270801,854,1.541485638,554011
WY,2020,1534,2.736754217,1200,2.140876832,560518
