state_postal_abbr,data_year,officer,officer_rate_per_1000,civilian_count,civilian__rate_per_1000,population
NV,1984,2360,2.590559824,928,1.018660812,911000
NV,1985,2331,2.660381881,918,1.047717961,876190
NV,1986,2388,2.711651927,971,1.102602187,880644
NV,1987,2432,2.579328675,1043,1.106184131,942881
NV,1988,2641,2.585613572,1139,1.115113161,1021421
NV,1989,2827,2.626713124,1262,1.172590012,1076250
NV,1990,3054,2.572662554,1358,1.143967174,1187097
NV,1991,2749,2.247657702,1237,1.011405084,1223051
NV,1992,2963,2.559000375,1307,1.128792943,1157874
NV,1993,3317,2.403588354,1422,1.030419849,1380020
NV,1994,3596,2.470173819,1545,1.061295481,1455768
NV,1995,3747,2.450868171,1649,1.078591304,1528846
NV,1996,3920,2.457370576,1746,1.094532915,1595201
NV,1997,4118,2.455575432,1858,1.107930829,1677000
NV,1998,3875,2.218088151,2701,1.546078993,1747000
NV,1999,4511,2.493642897,2266,1.25262576,1809000
NV,2000,4814,2.40909953,2325,1.163514002,1998257
NV,2001,4499,2.136202242,3014,1.431098812,2106074
NV,2002,4907,2.257658302,3405,1.566604141,2173491
NV,2003,4689,2.092225702,3167,1.413111281,2241154
NV,2004,4758,2.037887227,3287,1.407846851,2334771
NV,2005,4966,2.056479048,3572,1.479207241,2414807
NV,2006,5262,2.108570968,3818,1.529936138,2495529
NV,2007,6395,2.49280614,3142,1.224768865,2565382
NV,2008,5728,2.202935427,3113,1.197230793,2600167
NV,2009,5984,2.264021021,4131,1.56294633,2643085
NV,2010,5881,2.177703735,3992,1.478216853,2700551
NV,2011,4829,2.148179452,3496,1.555194733,2247950
NV,2012,5678,2.058043496,3769,1.36610883,2758931
NV,2013,5359,1.920694905,3453,1.237574082,2790136
NV,2014,5501,1.940741927,3472,1.224914738,2834483
NV,2015,6299,2.178947678,2807,0.97099637,2890845
NV,2016,6341,2.193923306,2673,0.924831572,2890256
NV,2017,6818,2.274153205,3052,1.017998765,2998039
NV,2018,6287,2.071914242,2840,0.935937084,3034392
NV,2019,5544,1.95880157,2149,0.759282932,2830302
NV,2020,7424,2.575951357,3047,1.057236501,2882042
NY,1960,,,,,12165782
NY,1961,,,,,15304875
NY,1962,,,,,16309816
NY,1963,,,,,15674533
NY,1964,,,,,16709293
NY,1965,,,,,16466606
NY,1966,,,,,16646569
NY,1967,,,,,14625450
NY,1968,,,,,15824186
NY,1969,,,,,16113299
NY,1970,,,,,15346267
NY,1971,47025,2.821126032,3306,0.198333709,16668876
NY,1972,52511,2.928065911,4202,0.234307725,17933681
NY,1973,47877,2.840228388,6223,0.369169774,16856743
NY,1974,50007,3.119126338,6749,0.420960739,16032374
NY,1975,43229,2.847631899,6237,0.410851053,15180684
NY,1976,45461,2.592757184,6066,0.345959506,17533844
NY,1977,45798,2.612455878,7367,0.420235872,17530631
NY,1978,41572,2.714348097,7287,0.4757879,15315648
NY,1979,43814,2.526052402,7469,0.430617734,17344850
NY,1980,44535,2.753488835,7627,0.471558535,16174026
NY,1981,42939,2.490885924,8406,0.48763099,17238445
NY,1982,42561,2.45797615,8908,0.514453409,17315465
NY,1983,40515,2.555582097,8721,0.550098271,15853531
NY,1984,45663,2.941578144,11514,0.741723731,15523300
NY,1985,45809,3.099160414,9762,0.660437992,14781100
NY,1986,44483,3.122465318,9709,0.681519137,14246115
NY,1987,42484,3.217834212,10261,0.777191339,13202669
NY,1988,46700,3.101347864,13118,0.871166623,15057969
NY,1989,47012,3.048105039,14147,0.917245426,15423353
NY,1990,51849,2.957961114,14420,0.822654232,17528628
NY,1991,46524,3.165521373,13457,0.915622498,14697105
NY,1992,51126,3.120903417,14212,0.867548397,16381795
NY,1993,51096,3.16594245,14495,0.898119927,16139270
NY,1994,48897,3.348941224,13701,0.938377482,14600734
NY,1995,63241,3.712938282,15068,0.884656378,17032602
NY,1996,58207,3.71511246,15627,0.997406883,15667628
NY,1997,63373,3.748022726,16465,0.973777384,16908382
NY,1998,65894,3.680740889,16672,0.931273137,17902374
NY,1999,61353,3.852866022,25862,1.624090445,15923990
NY,2000,65527,3.613468548,21001,1.158094419,18134100
NY,2001,63514,3.63150364,23103,1.320947013,17489725
NY,2002,59654,3.577242754,21336,1.27944566,16675972
NY,2003,53773,2.952226396,18831,1.033852961,18214389
NY,2004,63192,3.339950126,23376,1.235515162,18920043
NY,2005,62209,3.384616088,22953,1.248807939,18379928
NY,2006,62176,3.321391119,23877,1.275489831,18719867
NY,2007,62321,3.300245619,24631,1.304349254,18883746
NY,2008,62753,3.355641175,19987,1.068780778,18700748
NY,2009,62656,3.248551746,21864,1.133591921,19287364
NY,2010,61913,3.225744939,21481,1.119187037,19193396
NY,2011,61031,3.175369732,20857,1.085164695,19220124
NY,2012,59262,3.229441045,20153,1.098223573,18350544
NY,2013,59888,3.202501767,20255,1.08313307,18700380
NY,2014,58427,3.230599456,20165,1.114981738,18085498
NY,2015,60878,3.203650176,20215,1.063796253,19002699
NY,2016,62484,3.262619742,20758,1.083884844,19151481
NY,2017,62433,3.284996967,21209,1.115940299,19005497
NY,2018,62327,3.310421297,21882,1.162235288,18827513
NY,2019,62347,3.398860632,21762,1.186360291,18343500
NY,2020,57745,3.362324808,21312,1.240936294,17174129
OH,1960,,,,,6079501
OH,1961,,,,,7491446
OH,1962,,,,,8011967
OH,1963,,,,,7753315
OH,1964,,,,,7788844
OH,1965,,,,,8396392
OH,1966,,,,,8259793
OH,1967,,,,,8196371
OH,1968,,,,,8306276
OH,1969,,,,,8182245
OH,1970,,,,,8049724
OH,1971,12115,1.458686015,898,0.108122166,8305420
OH,1972,15613,1.490399035,2656,0.253538707,10475718
OH,1973,14260,1.49000028,2163,0.226007756,9570468
OH,1974,15138,1.458702052,2455,0.236564509,10377719
OH,1975,15400,1.496387633,2877,0.279552417,10291451
OH,1976,13828,1.523924054,2644,0.291383801,9073943
OH,1977,15709,1.71218282,2760,0.30082275,9174838
OH,1978,12119,1.4379876,2635,0.31265759,8427750
OH,1979,12476,1.527951806,2351,0.287930001,8165179
OH,1980,13476,1.400703324,3054,0.317434547,9620881
OH,1981,14627,1.426581385,3090,0.301369828,10253183
OH,1982,16307,1.578102018,3563,0.344807597,10333299
OH,1983,17208,1.697591379,4508,0.44472001,10136715
OH,1984,17420,1.704273353,4480,0.438297625,10221365
OH,1985,17901,1.719465063,4577,0.439639774,10410796
OH,1986,17540,1.726168298,5091,0.501021825,10161234
OH,1987,18411,1.756384818,5449,0.519827325,10482327
OH,1988,17480,1.755591529,5628,0.565244229,9956758
OH,1989,16831,1.690428515,5814,0.583931518,9956647
OH,1990,18086,1.82520609,6415,0.647390084,9909018
OH,1991,19027,1.799156391,6840,0.646777196,10575512
OH,1992,19640,1.819671314,6852,0.634846632,10793158
OH,1993,18155,1.792273922,6680,0.659454134,10129590
OH,1994,20293,1.907200813,7591,0.713426372,10640201
OH,1995,16548,1.862744502,7817,0.879929525,8883666
OH,1996,20425,1.928172665,8975,0.847263142,10592931
OH,1997,21253,2.016295631,9355,0.887519203,10540617
OH,1998,21871,2.055280283,9535,0.89603116,10641371
OH,1999,20753,2.061723346,8400,0.834504703,10065851
OH,2000,22893,2.083051452,10049,0.91436614,10990127
OH,2001,22751,2.129897437,9747,0.912492212,10681735
OH,2002,23664,2.175315501,9957,0.915298193,10878422
OH,2003,22863,2.129763848,8717,0.812017297,10734993
OH,2004,19589,2.00246421,8435,0.862258697,9782447
OH,2005,22282,2.123852777,8856,0.844127107,10491311
OH,2006,21289,2.032160037,8318,0.794001935,10476045
OH,2007,21902,2.174453694,9068,0.900280618,10072415
OH,2008,21858,2.249123394,9620,0.989869478,9718453
OH,2009,22427,2.145470495,8192,0.78368459,10453185
OH,2010,19704,2.108902149,8306,0.888984026,9343250
OH,2011,21622,2.107935213,8380,0.816968693,10257431
OH,2012,14849,1.988738296,4439,0.594518775,7466543
OH,2013,13147,2.447870797,3787,0.705110421,5370790
OH,2014,9616,2.17112561,3155,0.712344145,4429039
OH,2015,13328,1.982256366,4730,0.703486841,6723651
OH,2016,12765,2.225794032,4319,0.753090828,5735032
OH,2017,13466,2.007423262,4497,0.670383366,6708102
OH,2018,14976,2.193241314,4892,0.716435397,6828250
OH,2019,12508,2.405042822,4368,0.83988064,5200739
OH,2020,14082,2.23543964,4846,0.769275706,6299432
OK,1960,,,,,1380168
OK,1961,,,,,1282580
OK,1962,,,,,1573738
OK,1963,,,,,1733763
OK,1964,,,,,1713404
OK,1965,,,,,1591072
OK,1966,,,,,1575076
OK,1967,,,,,1791577
OK,1968,,,,,1532497
OK,1969,,,,,1846546
OK,1970,,,,,1739424
OK,1971,2572,1.367443572,182,0.096763114,1880882
OK,1972,3666,1.469581939,528,0.211658283,2494587
OK,1973,3323,1.492308079,474,0.212866094,2226752
OK,1974,3778,1.41127654,636,0.237578581,2677009
OK,1975,3950,1.461016564,764,0.282586495,2703597
OK,1976,4098,1.506195691,767,0.281906319,2720762
OK,1977,4296,1.532258208,968,0.345257436,2803705
OK,1978,4384,1.549699799,1037,0.366569045,2828935
OK,1979,4574,1.591094324,1128,0.39238181,2874751
OK,1980,4544,1.534471062,1201,0.405567726,2961281
OK,1981,4697,1.520450988,1250,0.40463354,3089215
OK,1982,4936,1.555688838,1331,0.419493891,3172871
OK,1983,5743,1.741621913,1970,0.597422108,3297501
OK,1984,5877,1.832292685,1853,0.577716241,3207457
OK,1985,5856,1.774539539,2174,0.658785683,3300011
OK,1986,5786,1.754022186,2139,0.648436477,3298704
OK,1987,5567,1.710919459,2300,0.706864515,3253806
OK,1988,5007,1.534649611,1669,0.51154987,3262634
OK,1989,5752,1.799662407,2504,0.783441354,3196155
OK,1990,5883,1.871215345,2642,0.840345222,3143946
OK,1991,6746,2.149021552,2854,0.909176921,3139103
OK,1992,6218,1.935865504,2991,0.931195517,3212000
OK,1993,6064,1.909233936,2852,0.897944457,3176143
OK,1994,6257,1.924505971,2866,0.881514162,3251224
OK,1995,6582,2.010023243,3283,1.002568567,3274589
OK,1996,6578,1.994001022,3091,0.936980413,3298895
OK,1997,6719,2.025625565,3227,0.972867049,3317000
OK,1998,6100,1.823931961,2758,0.82465645,3344423
OK,1999,6841,2.037850823,3338,0.994349663,3356968
OK,2000,6957,2.016139549,3416,0.989957266,3450654
OK,2001,7080,2.04618541,3481,1.00604116,3460097
OK,2002,7108,2.034511125,3477,0.995215979,3493714
OK,2003,7059,2.01023371,3428,0.976212092,3511532
OK,2004,6997,1.985779695,3449,0.978841527,3523553
OK,2005,6992,1.970752144,3965,1.117567542,3547884
OK,2006,7058,1.971942428,3943,1.101639132,3579212
OK,2007,7283,2.01337124,3983,1.101092633,3617316
OK,2008,7698,2.113464316,3861,1.060026724,3642361
OK,2009,7948,2.15869329,4036,1.096185974,3681857
OK,2010,7642,2.038156357,4025,1.073485911,3749467
OK,2011,7739,2.041140359,4239,1.118024807,3791508
OK,2012,7953,2.084764157,4492,1.177512963,3814820
OK,2013,7841,2.03663237,4375,1.136368654,3849983
OK,2014,6897,1.842957668,3258,0.870575044,3742354
OK,2015,7517,1.923148755,3900,0.997775728,3908694
OK,2016,8561,2.198034683,4246,1.090159475,3894843
OK,2017,8833,2.248312684,4120,1.048686546,3928724
OK,2018,8893,2.256323758,4123,1.046083757,3941367
OK,2019,9156,2.313891105,4367,1.103621937,3956971
OK,2020,8796,2.209615545,4259,1.069890019,3980783
OR,1960,,,,,811866
OR,1961,,,,,1354200
OR,1962,,,,,1278057
OR,1963,,,,,1544845
OR,1964,,,,,1562684
OR,1965,,,,,1642403
OR,1966,,,,,1667419
OR,1967,,,,,1684006
OR,1968,,,,,1645252
OR,1969,,,,,1757087
OR,1970,,,,,1802214
OR,1971,2626,1.305523917,404,0.200849833,2011453
OR,1972,3785,1.762002566,856,0.398487238,2148124
OR,1973,2918,1.478553875,820,0.41549492,1973550
OR,1974,2649,1.531103244,561,0.324254028,1730125
OR,1975,3618,1.581548081,925,0.404348252,2287632
OR,1976,3682,1.584486662,797,0.342975521,2323781
OR,1977,3497,1.47918044,1320,0.558340915,2364147
OR,1978,3491,1.438000195,1220,0.502538023,2427677
OR,1979,3510,1.399204088,1221,0.486731678,2508569
OR,1980,3443,1.331857704,1202,0.464970363,2585111
OR,1981,3534,1.35031557,1188,0.453926117,2617166
OR,1982,3502,1.332308676,1183,0.450063153,2628520
OR,1983,4178,1.590041726,1262,0.480285462,2627604
OR,1984,4168,1.582083286,1281,0.486240089,2634501
OR,1985,4108,1.561958181,1288,0.489727882,2630032
OR,1986,4162,1.548630995,1366,0.50827245,2687535
OR,1987,4203,1.554626076,1347,0.498234909,2703544
OR,1988,4131,1.629272156,1363,0.537569099,2535488
OR,1989,4521,1.610269824,1392,0.495796416,2807604
OR,1990,4474,1.663004142,1421,0.528191526,2690312
OR,1991,4631,1.585013867,1466,0.501755631,2921741
OR,1992,4683,1.576923245,1510,0.50846767,2969707
OR,1993,4637,1.573067937,1523,0.51666648,2947743
OR,1994,5039,1.634525963,1573,0.510241981,3082851
OR,1995,5004,1.949606338,1728,0.673245354,2566672
OR,1996,5238,1.643871729,1897,0.595346443,3186380
OR,1997,5213,1.656330882,1877,0.596380792,3147318
OR,1998,4924,1.654029109,1858,0.6241239,2976973
OR,1999,5550,1.685701937,2052,0.623254122,3292397
OR,2000,5584,1.645528812,2120,0.624735151,3393438
OR,2001,5584,1.619974424,2196,0.637081632,3446968
OR,2002,5617,1.608158002,2062,0.590354602,3492816
OR,2003,5474,1.550752585,2029,0.574803982,3529899
OR,2004,4920,1.583354439,2004,0.644927296,3107327
OR,2005,5233,1.57590815,2115,0.636928289,3320625
OR,2006,4556,1.555816452,2915,0.99543568,2928366
OR,2007,5972,1.608427167,4050,1.090778638,3712944
OR,2008,5890,1.569455047,4075,1.085828407,3752895
OR,2009,6036,1.592581882,4195,1.106839131,3790072
OR,2010,6130,1.615595744,4065,1.071353458,3794266
OR,2011,22109,5.732175266,8954,2.321493389,3857000
OR,2012,6057,1.568017314,3861,0.999523667,3862840
OR,2013,5959,1.530275521,3828,0.983033176,3894070
OR,2014,6356,1.640193727,3956,1.020863182,3875152
OR,2015,6538,1.641681536,4033,1.012679969,3982502
OR,2016,6237,1.643485623,3683,0.970491831,3794983
OR,2017,6767,1.647255969,3962,0.964449261,4108044
OR,2018,6617,1.585346482,4158,0.996202308,4173851
OR,2019,6415,1.52227264,4431,1.051471562,4214094
OR,2020,6481,1.534488947,4457,1.055271908,4223556
PA,1960,,,,,6767916
PA,1961,,,,,6379793
PA,1962,,,,,6641107
PA,1963,,,,,6288674
PA,1964,,,,,6678656
PA,1965,,,,,6673995
PA,1966,,,,,6829768
PA,1967,,,,,6825815
PA,1968,,,,,7081073
PA,1969,,,,,6907107
PA,1970,,,,,6828624
PA,1971,14659,2.173835351,1635,0.242459977,6743381
PA,1972,20949,2.548582002,2572,0.312900516,8219865
PA,1973,17596,2.071386554,1982,0.233319399,8494793
PA,1974,18381,2.062893274,2116,0.237477948,8910301
PA,1975,19453,1.928425314,2331,0.231077952,10087505
PA,1976,19043,2.002441879,2263,0.23796282,9509889
PA,1977,19565,2.067961469,2645,0.27956852,9461008
PA,1978,19614,2.095057325,2710,0.28946698,9362035
PA,1979,19043,2.057644073,2374,0.256516674,9254759
PA,1980,18402,2.059433261,2480,0.277545619,8935468
PA,1981,18510,2.012947242,2516,0.273612926,9195472
PA,1982,18145,1.974083316,2566,0.279167693,9191608
PA,1983,21828,2.363190866,3451,0.37361974,9236664
PA,1984,21640,2.359952779,3465,0.377875988,9169675
PA,1985,21600,2.382218854,3370,0.371670256,9067177
PA,1986,21406,2.333298489,3345,0.364611952,9174137
PA,1987,21327,2.335686579,3648,0.399521013,9130934
PA,1988,20720,2.251098769,3639,0.395354653,9204394
PA,1989,20866,2.295006562,3721,0.409264805,9091913
PA,1990,22124,2.423578514,3848,0.421530018,9128650
PA,1991,22216,2.345626899,4318,0.455906416,9471242
PA,1992,22060,2.379588866,3783,0.408068209,9270509
PA,1993,21638,2.380527771,3485,0.383406012,9089581
PA,1994,21971,2.475871494,3698,0.416720804,8874047
PA,1995,21237,2.533872665,3644,0.43478043,8381242
PA,1996,20667,2.638753868,3627,0.463093835,7832106
PA,1997,21572,2.613895036,3729,0.45184566,8252818
PA,1998,21720,2.705711293,3704,0.461415959,8027464
PA,1999,22745,2.687713669,3931,0.464515385,8462583
PA,2000,22762,2.664466295,4051,0.474200552,8542799
PA,2001,21253,2.907779353,3969,0.543028102,7309014
PA,2002,23713,2.760342379,4470,0.520336121,8590601
PA,2003,22961,2.849955862,4277,0.530868047,8056616
PA,2004,22746,2.810600657,4245,0.524531777,8092932
PA,2005,23064,2.789232624,4410,0.533321014,8268941
PA,2006,23414,2.791574296,4397,0.524239864,8387382
PA,2007,24941,2.755226297,4641,0.512690159,9052251
PA,2008,24988,2.670771512,4653,0.497322709,9356098
PA,2009,25010,2.626232694,4495,0.472007835,9523147
PA,2010,25142,2.611046861,4334,0.450094547,9629088
PA,2011,26210,2.121292614,5473,0.442954387,12355674
PA,2012,25418,2.590117344,4783,0.487392055,9813455
PA,2013,25288,2.5799164,4806,0.490314703,9801868
PA,2014,24679,2.56706575,4799,0.499183457,9613700
PA,2015,25614,2.044231343,5077,0.40519101,12529893
PA,2016,25186,2.59297882,5704,0.587244945,9713153
PA,2017,25842,2.642497728,4892,0.500236007,9779384
PA,2018,25505,2.042838659,3701,0.296433871,12485078
PA,2019,25656,2.114593738,4864,0.400895851,12132827
PA,2020,26013,2.096834025,4470,0.360314,12405846
PR,2018,12568,3.93345796,724,0.226593218,3195153
PR,2019,12052,3.773686521,714,0.223565564,3193694
PR,2020,12077,3.822630211,644,0.203839849,3159343
RI,1960,,,,,724134
RI,1961,,,,,762899
RI,1962,,,,,636437
RI,1963,,,,,643890
RI,1964,,,,,747433
RI,1965,,,,,749000
RI,1966,,,,,728744
RI,1967,,,,,661482
RI,1968,,,,,684732
RI,1969,,,,,667311
RI,1970,,,,,838624
RI,1971,1675,1.795907689,157,0.16833284,932676
RI,1972,1924,2.046225119,188,0.199942995,940268
RI,1973,1697,1.776877763,193,0.202084507,955046
RI,1974,1664,1.871824984,190,0.213730016,888972
RI,1975,1812,1.982136704,295,0.322698856,914165
RI,1976,1827,1.997175314,335,0.366203465,914792
RI,1977,1875,2.03325869,365,0.395807692,922165
RI,1978,1845,1.98887309,341,0.367591178,927661
RI,1979,1842,1.999815435,345,0.374558266,921085
RI,1980,1855,1.979019196,347,0.370199278,937333
RI,1981,1826,1.93546404,338,0.358262237,943443
RI,1982,1847,1.945461765,357,0.376031321,949389
RI,1983,2015,2.129082635,399,0.42159006,946417
RI,1984,2028,2.127737705,411,0.431213115,953125
RI,1985,2102,2.191916811,429,0.447351243,958978
RI,1986,2037,2.109405338,422,0.437000026,965675
RI,1987,2109,2.160555167,447,0.457927055,976138
RI,1988,2138,2.170468031,460,0.466985638,985041
RI,1989,2171,2.1861192,468,0.471259229,993084
RI,1990,2030,2.311899106,489,0.556905745,878066
RI,1991,2269,2.272326686,522,0.522765328,998536
RI,1992,2249,2.250055276,491,0.491230387,999531
RI,1993,2230,2.24252901,509,0.51185976,994413
RI,1994,2351,2.371322232,542,0.546685091,991430
RI,1995,2342,2.391208683,552,0.563598289,979421
RI,1996,2345,2.394271718,536,0.547262107,979421
RI,1997,2377,2.434318463,527,0.539707964,976454
RI,1998,2391,2.435188938,602,0.61312578,981854
RI,1999,2391,2.427751299,644,0.653898719,984862
RI,2000,2450,2.350629489,665,0.638028004,1042274
RI,2001,2439,2.316648525,631,0.599346133,1052814
RI,2002,2485,2.336499125,637,0.598933579,1063557
RI,2003,2506,2.342380068,634,0.592605332,1069852
RI,2004,2473,2.301974783,621,0.578053514,1074295
RI,2005,2551,2.384277043,655,0.612191871,1069926
RI,2006,2561,2.398816047,662,0.62007662,1067610
RI,2007,2578,2.437059949,662,0.625808257,1057832
RI,2008,2583,2.458155213,657,0.625245054,1050788
RI,2009,2554,2.424969783,637,0.604818227,1053209
RI,2010,2538,2.41124793,626,0.594736487,1052567
RI,2011,2490,2.368491642,601,0.571672079,1051302
RI,2012,2458,2.340301554,587,0.558892194,1050292
RI,2013,2434,2.314764182,622,0.591529713,1051511
RI,2014,2497,2.366436594,629,0.59611078,1055173
RI,2015,2441,2.310900901,624,0.590742385,1056298
RI,2016,2469,2.337125364,629,0.595403748,1056426
RI,2017,2511,2.369674955,646,0.609641585,1059639
RI,2018,2494,2.358805086,619,0.585445208,1057315
RI,2019,2540,2.397671804,610,0.575818819,1059361
RI,2020,2515,2.379094241,607,0.574198888,1057125
SC,1960,,,,,668366
SC,1961,,,,,720174
SC,1962,,,,,794564
SC,1963,,,,,813726
SC,1964,,,,,815456
SC,1965,,,,,873034
SC,1966,,,,,947475
SC,1967,,,,,824580
SC,1968,,,,,1222754
SC,1969,,,,,1218985
SC,1970,,,,,1159830
SC,1971,1585,1.138507112,197,0.1415053,1392174
SC,1972,2892,1.374294142,439,0.20861519,2104353
SC,1973,2613,1.295446602,341,0.169057517,2017065
SC,1974,2740,1.491314725,461,0.250910981,1837305
SC,1975,3284,1.436767151,626,0.273878269,2285687
SC,1976,3843,1.418124091,695,0.256465325,2709918
SC,1977,3586,1.374456647,735,0.281713786,2609031
SC,1978,3557,1.367710272,808,0.310685943,2600697
SC,1979,4022,1.375576976,1013,0.346459343,2923864
SC,1980,3970,1.312739959,1054,0.348520886,3024209
SC,1981,4078,1.300275264,1015,0.323633986,3136259
SC,1982,4251,1.333411542,1157,0.362916291,3188063
SC,1983,5110,1.625807256,1208,0.384339563,3143054
SC,1984,5393,1.635037151,1335,0.404742184,3298396
SC,1985,5555,1.693141239,1409,0.429457427,3280884
SC,1986,5366,1.767688913,1415,0.466134889,3035602
SC,1987,5944,1.753446123,1716,0.50621022,3389896
SC,1988,6147,1.788180728,1736,0.505007604,3437572
SC,1989,6432,1.847432838,1865,0.5356751,3481588
SC,1990,6201,2.023681743,1924,0.627892868,3064217
SC,1991,7205,2.039272338,1947,0.55107054,3533123
SC,1992,6170,1.713481937,2075,0.576252029,3600855
SC,1993,7447,2.05511982,2313,0.638309674,3623633
SC,1994,7603,2.076143654,2430,0.663557685,3662078
SC,1995,8202,2.23417365,2628,0.715850811,3671156
SC,1996,8178,2.21293656,2711,0.733586575,3695542
SC,1997,8644,2.30129316,2619,0.697256685,3756149
SC,1998,9116,2.377578568,2903,0.757142451,3834153
SC,1999,9029,2.392258293,3362,0.890771113,3774258
SC,2000,9476,2.723358663,2810,0.80758103,3479527
SC,2001,9347,2.357013837,2971,0.749190982,3965611
SC,2002,8787,2.352071386,3341,0.894306419,3735856
SC,2003,8873,2.441477995,3301,0.908296953,3634274
SC,2004,10567,2.522630143,4025,0.960876912,4188882
SC,2005,11040,2.637445806,4124,0.985219792,4185868
SC,2006,10597,2.478749234,3735,0.8736556,4275140
SC,2007,11034,2.504254327,3965,0.899888382,4406102
SC,2008,11349,2.533692145,3967,0.8856425,4479234
SC,2009,9561,2.529832898,3320,0.878469325,3779301
SC,2010,10354,2.453859781,3676,0.871198431,4219475
SC,2011,11590,2.477066828,4099,0.876056681,4678921
SC,2012,10832,2.357546063,4396,0.956773679,4594608
SC,2013,11521,2.442896421,3529,0.748284131,4716123
SC,2014,9552,2.188965068,3180,0.728738371,4363706
SC,2015,11470,2.406622219,4473,0.93851972,4766016
SC,2016,11792,2.395880678,4773,0.969770902,4921781
SC,2017,9127,2.321426664,3572,0.908528108,3931634
SC,2018,12683,2.562616192,4157,0.839927108,4949239
SC,2019,11593,2.382119698,4397,0.903491789,4866674
SC,2020,11908,2.34448262,4544,0.894636297,5079159
SD,1960,,,,,265826
SD,1961,,,,,296850
SD,1962,,,,,381899
SD,1963,,,,,459304
SD,1964,,,,,429025
SD,1965,,,,,375650
SD,1966,,,,,400835
SD,1967,,,,,422429
SD,1968,,,,,436860
SD,1969,,,,,374539
SD,1970,,,,,391785
SD,1971,444,0.962111445,46,0.099678213,461485
SD,1972,726,1.119677484,142,0.219000279,648401
SD,1973,562,1.000664142,84,0.149565459,561627
SD,1974,642,1.071843571,136,0.227057205,598968
SD,1975,665,1.087439986,174,0.284533169,611528
SD,1976,697,1.122459168,187,0.301147582,620958
SD,1977,760,1.131326123,217,0.32302338,671778
SD,1978,697,1.157949648,192,0.318976087,601926
SD,1979,758,1.176247862,240,0.372426764,644422
SD,1980,741,1.15056752,236,0.366442557,644030
SD,1981,742,1.126185948,233,0.353640601,658861
SD,1982,731,1.087664898,236,0.351147628,672082
SD,1983,887,1.311827448,299,0.442205645,676156
SD,1984,859,1.304602711,263,0.399430167,658438
SD,1985,899,1.329222944,323,0.477573983,676335
SD,1986,917,1.379507469,323,0.485911573,664730
SD,1987,883,1.334157298,364,0.549981038,661841
SD,1988,875,1.314040713,371,0.557153262,665885
SD,1989,913,1.309046905,348,0.498957637,697454
SD,1990,969,1.412079473,433,0.630991137,686222
SD,1991,1000,1.528558829,400,0.611423532,654211
SD,1992,978,1.542358073,366,0.577201487,634094
SD,1993,798,1.289967993,324,0.523746403,618620
SD,1994,1010,1.4713852,523,0.761915306,686428
SD,1995,1081,1.490058238,554,0.763637617,725475
SD,1996,1095,1.529355241,586,0.818449471,715988
SD,1997,1124,1.55849414,605,0.838869177,721209
SD,1998,1156,1.577812355,605,0.825758196,732660
SD,1999,1199,1.641532553,617,0.844725259,730415
SD,2000,1196,1.585851447,618,0.819444979,754169
SD,2001,1248,1.649484536,741,0.979381443,756600
SD,2002,1267,1.694203604,749,1.001545777,747844
SD,2003,1298,1.705542883,749,0.984169198,761048
SD,2004,1362,1.788805388,872,1.145255726,761402
SD,2005,1391,1.799387096,876,1.133186985,773041
SD,2006,1231,1.586628498,839,1.081382055,775859
SD,2007,1420,1.791621771,800,1.009364378,792578
SD,2008,1432,1.789617469,841,1.051025343,800171
SD,2009,1484,1.832465258,852,1.052062264,809838
SD,2010,1511,1.860741193,900,1.108317057,812042
SD,2011,1543,1.879413058,1290,1.571252654,821001
SD,2012,1600,1.927604012,1189,1.432450732,830046
SD,2013,1529,1.818902068,1123,1.335923494,840617
SD,2014,1669,1.96162087,1244,1.462106868,850827
SD,2015,1501,2.097569837,1097,1.533000741,715590
SD,2016,1675,2.011833182,1310,1.573433713,832574
SD,2017,1778,2.072021993,1191,1.38795174,858099
SD,2018,1771,2.025405052,1237,1.41469568,874393
SD,2019,1751,1.989368072,1229,1.396306888,880179
SD,2020,1823,2.044260539,1259,1.411806922,891765
TN,1960,,,,,1462596
TN,1961,,,,,1418509
TN,1962,,,,,1457990
TN,1963,,,,,1750289
TN,1964,,,,,1723557
TN,1965,,,,,2100365
TN,1966,,,,,1925460
TN,1967,,,,,2047311
TN,1968,,,,,2271975
TN,1969,,,,,2169161
TN,1970,,,,,2047704
TN,1971,3443,1.50409903,491,0.214496841,2289078
TN,1972,5450,1.552326211,1040,0.296223717,3510860
TN,1973,4714,1.42604027,849,0.256832454,3305657
TN,1974,5337,1.495441384,1042,0.29197113,3568846
TN,1975,4466,1.746608076,915,0.357847378,2556956
TN,1976,3459,1.572613699,803,0.365079156,2199523
TN,1977,3584,1.633996613,846,0.385703441,2193395
TN,1978,6853,1.611455561,1785,0.419735616,4252677
TN,1979,6577,1.630038509,1823,0.451810887,4034874
TN,1980,7242,1.665520596,1869,0.429834023,4348190
TN,1981,7125,1.618364818,1910,0.433835341,4402592
TN,1982,6855,1.546954992,1755,0.396047558,4431286
TN,1983,6495,1.694667602,1944,0.507226146,3832610
TN,1984,7911,1.76950097,3047,0.681540824,4470752
TN,1985,8047,1.800506881,3105,0.694740135,4469297
TN,1986,7941,1.816218204,3233,0.739432496,4372272
TN,1987,7592,1.838144946,3324,0.804793704,4130251
TN,1988,8821,1.91397381,3690,0.800653368,4608736
